id	inchikey	target_id	moa	bioactivity_type	relation	value	unit	assay_type	assay_description	cell_line	concentration	concentration_unit	source_id	source_xref
1687	VQINULODWGEVBB-UHFFFAOYSA-N	629	inhibitor	EC50		460	nM	cell	"IL-10-enhancing activities; 

YKL-05-099 leads to dose-dependent reduction in HDAC4 S246 phosphorylation and causes SOST down-regulation and RANKL up-regulation in Ocy454 cells. Validation of cellular specificity
YKL-05-099 reduces production of several inflammatory cytokines including TNFα, IL-6, IL-12 in BMDCs. | 460 ± 110 nM"				447	ykl-05-099
1688	VQINULODWGEVBB-UHFFFAOYSA-N	555	inhibitor			40	nM	biochemical	Biochemical assay | 40 ± 25 nM				447	ykl-05-099
1689	VQINULODWGEVBB-UHFFFAOYSA-N	555	inhibitor	EC50		460	nM	cell	"IL-10-enhancing activities;

YKL-05-099 leads to dose-dependent reduction in HDAC4 S246 phosphorylation and causes SOST down-regulation and RANKL up-regulation in Ocy454 cells. Validation of cellular specificity
YKL-05-099 reduces production of several inflammatory cytokines including TNFα, IL-6, IL-12 in BMDCs. | 460 ± 110 nM"				447	ykl-05-099
1690	GPXQUPCJIJBXHJ-UHFFFAOYSA-N	471	inhibitor			4.03	nM	binding	surface plasmon resonance (SPR) measuring the binding affinity and kinetics between SN-011 and soluble human STING				448	sn-011
1691	GPXQUPCJIJBXHJ-UHFFFAOYSA-N	471	inhibitor	IC50		127.5	nM	cell	inhibit 2′3′-cGAMP-induced Ifnb mRNA expression in MEFs				448	sn-011
1692	GPXQUPCJIJBXHJ-UHFFFAOYSA-N	471	inhibitor	IC50		107.1	nM	cell	2′3′-cGAMP-induced Ifnb mRNA expression in mouse bone marrow-derived macrophages (BMDMs)				448	sn-011
1693	GPXQUPCJIJBXHJ-UHFFFAOYSA-N	471	inhibitor	IC50		502.8	nM	cell	inhibit 2′3′-cGAMP-induced Ifnb mRNA expression in human foreskin fibroblasts (HFFs)				448	sn-011
1694	GPXQUPCJIJBXHJ-UHFFFAOYSA-N	471	inhibitor	IC50		76	nM	cell	"Quantitative PCR of Ifnb mRNA after 6 h treatment with SN-011 and subsequent stimulation with HT-RNA.
No effect on basal Ifnb mRNA expression."				448	sn-011
1695	GPXQUPCJIJBXHJ-UHFFFAOYSA-N	471	inhibitor	% inhibition		1	uM	cell	suppression of the induction of Ifnb, Cxcl10, and Il6 mRNA activated by various canonical STING stimulators (ISD, HT-DNA, HSV-1, c-di-GMP, and 2′3′-cGAMP.				448	sn-011
1696	YHYKUSGACIYRML-KRWDZBQOSA-N	331	inhibitor			2.2	nM	biochemical	Enzymatic assay (FRET)				449	verubecestat
1697	YHYKUSGACIYRML-KRWDZBQOSA-N	331	inhibitor	IC50		2.1	nM	cell	Reduction of AB40 in HEK293-APP cells bearing Sweden/London mutations.				449	verubecestat
1698	YHYKUSGACIYRML-KRWDZBQOSA-N	639	inhibitor			0.38	nM	biochemical	Enzymatic assay (FRET)				449	verubecestat
1699	UWPFUBNCDABUEE-SIFUEBAJSA-N	408	covalent inhibitor			142	nM	biochemical	Helicase DNA unwinding assay using full length WRN in presence of ATP; Kinact >15 s-1; Ki > 15 µM				450	vvd-214
1700	UWPFUBNCDABUEE-SIFUEBAJSA-N	408	covalent inhibitor	GI50		66	nM	cell	Inhibition of cell growth in MSI-H HCT-116 cells but in neither MSS SW480 (GI50 > 20) nor HCT-116 WRN C727A mutant cells (GI50 > 20 μM) following 5 days of compound treatment using a CellTiter-Glo (CTG) assay.				450	vvd-214
1701	UWPFUBNCDABUEE-SIFUEBAJSA-N	408	covalent inhibitor			65	nM	cell	In vitro target engagement assay				450	vvd-214
1702	VLYNCWZASZUTNV-FCQUAONHSA-N	299	inhibitor			2	nM	biochemical	Radio ligand binding assay				451	bi-5521
1703	VLYNCWZASZUTNV-FCQUAONHSA-N	299	inhibitor	EC50		3	nM	cell	Stimulation of Glycogen Synthesis rate in C3A cells				451	bi-5521
1704	VLYNCWZASZUTNV-FCQUAONHSA-N	300	inhibitor			5	nM	biochemical	Radio ligand binding assay				451	bi-5521
1705	XKDHFIPNTTUSIA-UHFFFAOYSA-N	464	inhibitor		=	0.7	nM	biochemical	Enzymatic assay | Ki = 0.7 ± 0.2 nM				452	bi-3231
1706	XKDHFIPNTTUSIA-UHFFFAOYSA-N	464	inhibitor			16.7	degC	biochemical	nanoDSF in presence of NAD+				452	bi-3231
1707	XKDHFIPNTTUSIA-UHFFFAOYSA-N	464	inhibitor	IC50		11	nM	cell	Cellular hHSD17B13 assay | 11 ± 5 nM				452	bi-3231
1708	ALGPVOJFIGPPPX-VIFPVBQESA-N	142	inhibitor			16	nM	biochemical	biochemical activity assays				453	th9619
1709	ALGPVOJFIGPPPX-VIFPVBQESA-N	142	inhibitor	EC50	>=	15	nM	cell	Cell viability | 15-20 nM				453	th9619
1710	ALGPVOJFIGPPPX-VIFPVBQESA-N	142	inhibitor					cell	1C metabolism to synthesize purines from [U-13C]serine measured by mass isotopomer distribution (MID) of  higher mass isoptopologues of ATP and ADP				453	th9619
1711	ALGPVOJFIGPPPX-VIFPVBQESA-N	147	inhibitor			47	nM	biochemical	biochemical activity assays				453	th9619
1712	ALGPVOJFIGPPPX-VIFPVBQESA-N	147	inhibitor			8.6	nM	binding	SPR | 8.6 ± 0.4 nM				453	th9619
1713	ALGPVOJFIGPPPX-VIFPVBQESA-N	147	inhibitor	EC50		11	nM	cell	Cell viability				453	th9619
1714	ALGPVOJFIGPPPX-VIFPVBQESA-N	147	inhibitor	ΔTm		5.9	nM	cell	CETSA on purified subcellular fraction of nuclei				453	th9619
1715	ALGPVOJFIGPPPX-VIFPVBQESA-N	563	inhibitor			47	nM	biochemical	biochemical activity assays				453	th9619
1716	UOZVVPXKJGOFIG-UHFFFAOYSA-N	40	inhibitor			5.46	nM	biochemical	Radiometric assay (Activity of purified TAK1-TAB1 protein using 5 µM ATP)				454	takinib
1717	UOZVVPXKJGOFIG-UHFFFAOYSA-N	40	inhibitor			200	nM	biochemical	Fluorescence-linked enzyme assay				454	takinib
1718	UOZVVPXKJGOFIG-UHFFFAOYSA-N	40	inhibitor			9.5	nM	biochemical	Enzymatic assay (MRC Dundee)				454	takinib
1719	UOZVVPXKJGOFIG-UHFFFAOYSA-N	40	inhibitor	EC50		2	uM	cell	initiation of apoptosis in TNF-α-stimulated Caspase-3/7-Activity Assay, PMID: 28820959				454	takinib
1720	UOZVVPXKJGOFIG-UHFFFAOYSA-N	40	inhibitor					cell					454	takinib
1721	MSYKRHVOOPPJKU-BDAKNGLRSA-N	459	inhibitor			540	nM	biochemical	Label-free spectral shift assay (Trp monitoring).				455	brivaracetam
1722	MSYKRHVOOPPJKU-BDAKNGLRSA-N	459	inhibitor			80	nM	biochemical	Binding assay performed on crude membranes				455	brivaracetam
1723	MSYKRHVOOPPJKU-BDAKNGLRSA-N	459	inhibitor			62	nM	binding	Radioligand binding assay				455	brivaracetam
1724	MSYKRHVOOPPJKU-BDAKNGLRSA-N	459	inhibitor	% inhibition		3.2	uM	cell	Brivaracetam was tested in vitro in rat hippocampal slices following perfusion with a high potassium-low calcium-containing fluid at concentrations of 0.1–10 μM. Brivaracetam significantly suppressed evoked epileptiform responses (population spikes, PSs) recorded in the CA3 area.				455	brivaracetam
1725	MSYKRHVOOPPJKU-BDAKNGLRSA-N	459	inhibitor	Kd		152	nM	cell	Radio ligand binding assay in CHO cells expressing human SV2A | 152 ± 40 nM				455	brivaracetam
1726	GCVYFXYBQCKHCH-UHFFFAOYSA-N	89	inhibitor			6.3	nM	biochemical	NSD2 biophysical binding				456	a1h7z
1727	GCVYFXYBQCKHCH-UHFFFAOYSA-N	89	inhibitor			2.5	nM	binding	SPR				456	a1h7z
1728	GCVYFXYBQCKHCH-UHFFFAOYSA-N	89	inhibitor	IC50		4	nM	cell	NanoBRET				456	a1h7z
1729	JGLGMFHQGRAHAO-HXUWFJFHSA-N	620	agonist	EC50		820	nM	cell	IP-One Assay for G2A				457	t-10418
1730	XKYVECRUZPCRQR-UHFFFAOYSA-N	408	inhibitor			100	nM	biochemical	ATPase assay at high ATP				458	hro761
1731	XKYVECRUZPCRQR-UHFFFAOYSA-N	408	inhibitor			9	nM	biochemical	ATP binding				458	hro761
1732	XKYVECRUZPCRQR-UHFFFAOYSA-N	408	inhibitor					biochemical	40 nM				458	hro761
1733	XKYVECRUZPCRQR-UHFFFAOYSA-N	408	inhibitor	GI50		40	nM	cell	4 day proliferation assay in SW48 cells				458	hro761
1734	XKYVECRUZPCRQR-UHFFFAOYSA-N	408	inhibitor	activity	>	80	nM	cell	Western blot for pATM; Ser1981), pCHK2 (Thr68), p53, p21, γH2AX and actin after treatment with HRO761 for 24 h (WRN); | >80 -150 nM				458	hro761
1735	GHNYLVIESIGHDJ-OAQYLSRUSA-N	345	inhibitor			2.3	nM	biochemical	In Vitro Kinase Assays (mobility shift assay)				437	gfb-12811
1736	GHNYLVIESIGHDJ-OAQYLSRUSA-N	345	inhibitor			1	nM	biochemical	Calculated Ki				437	gfb-12811
1737	GHNYLVIESIGHDJ-OAQYLSRUSA-N	345	inhibitor	IC50		1.2	nM	cell	NanoBRET with CDK5/p35				437	gfb-12811
1738	YHLQVQKZDZYMIP-MOPGFXCFSA-N	19	agonist	EC50		3.7	nM	cell	Calcium flux assay in transfected-GPR40 CHO cells				459	ds-1558
1739	NDAZATDQFDPQBD-UHFFFAOYSA-N	117	inhibitor			7.8	nM	biochemical	Fluorescence polarisation (FP) competitive binding assay				460	luminespib
1740	NDAZATDQFDPQBD-UHFFFAOYSA-N	117	inhibitor	GI50	>=	2.3	nM	cell	Extensive evidence is available to validate depletion of client proteins (eg kinases CDK4, RAF and ERBB2/HER2 and transcription factors such as the estrogen and androgen receptor) together with increased expression of HSF1-regulated genes such as HSP72 and HSP27 as on-target molecular effects of HSP90 inhibitors) Eccles et al. 2008 (DOI: 10.1158/0008-5472.CAN-07-5256) and Banerji et al. 2005 (DOI: 10.1158/1078-0432.CCR-05-0518) | from 2.3 to 39 nM in various tumour cells				460	luminespib
1741	NDAZATDQFDPQBD-UHFFFAOYSA-N	117	inhibitor	GI50		50	%	cell	Extensive evidence is available to validate depletion of client proteins (eg kinases CDK4, RAF and ERBB2/HER2 and transcription factors such as the estrogen and androgen receptor) together with increased expression of HSF1-regulated genes such as HSP72 and HSP27 as on-target molecular effects of HSP90 inhibitors) Eccles et al. 2008 (DOI: 10.1158/0008-5472.CAN-07-5256) and Banerji et al. 2005 (DOI: 10.1158/1078-0432.CCR-05-0518) | (*Growth Inhibition 50%)				460	luminespib
1742	NDAZATDQFDPQBD-UHFFFAOYSA-N	125	inhibitor			21	nM	biochemical	Fluorescence polarisation (FP) competitive binding assay				460	luminespib
1743	NDAZATDQFDPQBD-UHFFFAOYSA-N	125	inhibitor	GI50	>=	2.3	nM	cell	Extensive evidence is available to validate depletion of client proteins (eg kinases CDK4, RAF and ERBB2/HER2 and transcription factors such as the estrogen and androgen receptor) together with increased expression of HSF1-regulated genes such as HSP72 and HSP27 as on-target molecular effects of HSP90 inhibitors) Eccles et al. 2008 (DOI: 10.1158/0008-5472.CAN-07-5256) and Banerji et al. 2005 (DOI: 10.1158/1078-0432.CCR-05-0518) | from 2.3 to 39 nM in various tumour cells				460	luminespib
1744	NDAZATDQFDPQBD-UHFFFAOYSA-N	125	inhibitor	GI50		50	%	cell	Extensive evidence is available to validate depletion of client proteins (eg kinases CDK4, RAF and ERBB2/HER2 and transcription factors such as the estrogen and androgen receptor) together with increased expression of HSF1-regulated genes such as HSP72 and HSP27 as on-target molecular effects of HSP90 inhibitors) Eccles et al. 2008 (DOI: 10.1158/0008-5472.CAN-07-5256) and Banerji et al. 2005 (DOI: 10.1158/1078-0432.CCR-05-0518) | (*Growth Inhibition 50%)				460	luminespib
1745	UCJZOKGUEJUNIO-IINYFYTJSA-N	362	inhibitor			11	nM	biochemical	Biochemical DiFMUP Assay				461	tno155
1746	UCJZOKGUEJUNIO-IINYFYTJSA-N	362	inhibitor	IC50		11	nM	cell	Determination of p-ERK in cell (AlphaScreen SureFire)				461	tno155
1747	UCJZOKGUEJUNIO-IINYFYTJSA-N	362	inhibitor	IC50		100	nM	cell	Cell proliferation assay				461	tno155
1748	ZLVKIBLQXFILMA-IKGGRYGDSA-N	546	inhibitor			5	nM	biochemical	SETD2 biochemical assay				462	epz-719
1749	ZLVKIBLQXFILMA-IKGGRYGDSA-N	546	inhibitor	IC50		25	nM	cell	Cell proliferation assay (14 days)				462	epz-719
1750	ZLVKIBLQXFILMA-IKGGRYGDSA-N	546	inhibitor	IC50		210	nM	cell	Cell proliferation assay (14 days)				462	epz-719
1751	ZLVKIBLQXFILMA-IKGGRYGDSA-N	546	inhibitor	IC50		23	nM	cell	in-cell Western cell biochemical assay in A549 cells by monitoring the H3K36 trimethyl mark				462	epz-719
1752	STPSLAZMEWZDAJ-AREMUKBSSA-N	29	inhibitor			8	nM	binding	MST (microscale thermophoresis) of active form 4a				463	osmi-4
1753	STPSLAZMEWZDAJ-AREMUKBSSA-N	29	inhibitor	EC50	~	3000	nM	cell	O-GlcNAcylation levels after 24h treatment				463	osmi-4
1754	JQLMEZBHIJSVKR-UHFFFAOYSA-N	75	inhibitor			27.1	nM	binding	NanoBRET in lysed cells				464	ja397
1755	JQLMEZBHIJSVKR-UHFFFAOYSA-N	75	inhibitor	EC50		72.1	nM	cell	NanoBRET				464	ja397
1756	JQLMEZBHIJSVKR-UHFFFAOYSA-N	521	inhibitor			252	nM	binding	NanoBRET in lysed cells				464	ja397
1757	JQLMEZBHIJSVKR-UHFFFAOYSA-N	521	inhibitor	EC50		307	nM	cell	NanoBRET				464	ja397
1758	JQLMEZBHIJSVKR-UHFFFAOYSA-N	346	inhibitor			39	nM	binding	NanoBRET in lysed cells				464	ja397
1759	JQLMEZBHIJSVKR-UHFFFAOYSA-N	346	inhibitor	EC50		33.4	nM	cell	NanoBRET				464	ja397
1760	JQLMEZBHIJSVKR-UHFFFAOYSA-N	347	inhibitor			77.2		binding	NanoBRET in lysed cells				464	ja397
1761	JQLMEZBHIJSVKR-UHFFFAOYSA-N	347	inhibitor	EC50		21.2	nM	cell	NanoBRET				464	ja397
1762	JQLMEZBHIJSVKR-UHFFFAOYSA-N	365	inhibitor			172	nM	binding	NanoBRET in lysed cells				464	ja397
1763	JQLMEZBHIJSVKR-UHFFFAOYSA-N	365	inhibitor	EC50		121	nM	cell	NanoBRET				464	ja397
1764	VBYGXNURPHQSPG-MUUNZHRXSA-N	303	inhibitor			7.6	nM	biochemical	Biochemical Radioactivity Assay				465	ykl-01-116
1765	VBYGXNURPHQSPG-MUUNZHRXSA-N	303	inhibitor					cell	YKL-1-116 dose-dependently targets CDK7 in HCT116, Jurkat, Kuramochi, OVCAR8, and COV362 cancer cells as assessed by intracellular target engagement				465	ykl-01-116
1766	DZTGIRNXWSZBIM-QURGRASLSA-N	55	inhibitor			85	nM	biochemical	in vitro fluorescent anisotropy binding assay | 85 nM BD1				466	ms436
1767	DZTGIRNXWSZBIM-QURGRASLSA-N	55	inhibitor			340	nM	biochemical	in vitro fluorescent anisotropy binding assay | 340 nM BD2				466	ms436
1768	DZTGIRNXWSZBIM-QURGRASLSA-N	55	inhibitor	IC50		3800	nM	cell	Inhibition of NF-κB pathway (NO assay)				466	ms436
1769	DZTGIRNXWSZBIM-QURGRASLSA-N	55	inhibitor	IC50		4900	nM	cell	ELISA assay				466	ms436
1770	DZTGIRNXWSZBIM-QURGRASLSA-N	416	inhibitor			100	nM	biochemical	in vitro fluorescence anisotropy binding assay | 100 nM BD1				466	ms436
1771	DZTGIRNXWSZBIM-QURGRASLSA-N	416	inhibitor			140	nM	biochemical	in vitro fluorescence anisotropy binding assay | 140 nM BD2				466	ms436
1772	YLHSFRZHEMHKAF-UHFFFAOYSA-N	595	inhibitor			84	nM	binding	SPR with HDAC6 Ubiquitin Binding Domain				467	sgc-ubd253
1773	YLHSFRZHEMHKAF-UHFFFAOYSA-N	595	inhibitor			80	nM	binding	ITC				467	sgc-ubd253
1774	YLHSFRZHEMHKAF-UHFFFAOYSA-N	595	inhibitor			95	nM	biochemical	Fluorescence Polarisation Assay				467	sgc-ubd253
1775	YLHSFRZHEMHKAF-UHFFFAOYSA-N	595	inhibitor	EC50		1900	nM	cell	NanoBRET | 1900 ± 600 nM				467	sgc-ubd253
1776	YDPMMWAOCCOULO-JBRSBNLGSA-N	455	inhibitor			7.94	nM	binding	ITC				468	gsk8814
1777	YDPMMWAOCCOULO-JBRSBNLGSA-N	455	inhibitor			1.25	nM	binding	BROMOscan				468	gsk8814
1778	YDPMMWAOCCOULO-JBRSBNLGSA-N	455	inhibitor			50.1	nM	biochemical	TR-FRET				468	gsk8814
1779	YDPMMWAOCCOULO-JBRSBNLGSA-N	455	inhibitor	IC50		2	uM	cell	NanoBRET				468	gsk8814
1780	YDPMMWAOCCOULO-JBRSBNLGSA-N	615	inhibitor			20	nM	biochemical	TR-FRET				468	gsk8814
1781	YDPMMWAOCCOULO-JBRSBNLGSA-N	615	inhibitor	IC50		2	uM	cell	NanoBRET				468	gsk8814
1782	SPDQRCUBFSRAFI-DOMZBBRYSA-N	488	inhibitor			1	nM	biochemical	Phosphorylation of a PtdIns substrate by human recombinant Vps34 enzyme				469	sar405
1783	SPDQRCUBFSRAFI-DOMZBBRYSA-N	488	inhibitor			1.5	nM	binding	Surface Plasmon Resonance (SPR) technology using immobilized human Vps34 protein; koff, of 3.03 ± 0.55 10−3 s−1, corresponding to a residence half-life, t1/2, of 3.8 min				469	sar405
1784	SPDQRCUBFSRAFI-DOMZBBRYSA-N	488	inhibitor	IC50		27	nM	cell	PtdIns3P relocalisation assay GFP-FYVE–transfected HeLa cell line				469	sar405
1785	DORZPJWJOBMQKC-UHFFFAOYSA-N	627	inhibitor			6.9	nM	biochemical	Enzymatic assay (SignalChem)				470	sgc-pikfyve-1
1786	DORZPJWJOBMQKC-UHFFFAOYSA-N	627	inhibitor	IC50		4	nM	cell	NanoBRET				470	sgc-pikfyve-1
1787	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor			100	nM	biochemical	BET mutant TR-FRET assay (BRD2 BD1)				471	gsk789
1788	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor			20	nM	binding	BRD2 BD1 Bromoscan (DiscoverX)				471	gsk789
1789	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor			4	nM	biochemical	BRD2 BD1 Chemoproteomics				471	gsk789
1790	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor	IC50		125	nM	cell	Proliferation assay (MV-4−11 cells)				471	gsk789
1791	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor	IC50		390	nM	cell	Proliferation assay (HL60 cells)				471	gsk789
1792	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor	IC50		258	nM	cell	Proliferation assay (THP-1 cells)				471	gsk789
1793	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor	IC50		670	nM	cell	In vitro inhibition of MCP-1 in Lipopolysaccharide-stimulated human whole blood				471	gsk789
1794	NDEORODKVUYMFQ-NHCUHLMSSA-N	192	inhibitor	IC50		20	nM	cell	LPS-PBMC assay (MCP-1)				471	gsk789
1795	NDEORODKVUYMFQ-NHCUHLMSSA-N	416	inhibitor			158	nM	biochemical	BET mutant TR-FRET assay (BRD3 BD1)				471	gsk789
1796	NDEORODKVUYMFQ-NHCUHLMSSA-N	416	inhibitor			16	nM	binding	BRD3 BD1 Bromoscan (DiscoverX)				471	gsk789
1797	NDEORODKVUYMFQ-NHCUHLMSSA-N	416	inhibitor			4	nM	biochemical	BRD3 BD1 Chemoproteomics				471	gsk789
1798	NDEORODKVUYMFQ-NHCUHLMSSA-N	55	inhibitor			31	nM	biochemical	BET mutant TR-FRET assay (BRD4 BD1)				471	gsk789
1799	NDEORODKVUYMFQ-NHCUHLMSSA-N	55	inhibitor			20	nM	binding	BRD3 BD1 Bromoscan (DiscoverX)				471	gsk789
1800	NDEORODKVUYMFQ-NHCUHLMSSA-N	55	inhibitor			6.3	nM	biochemical	BRD4 BD1 Chemoproteomics				471	gsk789
1801	NDEORODKVUYMFQ-NHCUHLMSSA-N	441	inhibitor			630	nM	biochemical	BET mutant TR-FRET assay (BRDT BD1)				471	gsk789
1802	NDEORODKVUYMFQ-NHCUHLMSSA-N	441	inhibitor			20	nM	binding	BRD4 BD1 Bromoscan (DiscoverX)				471	gsk789
1803	NDEORODKVUYMFQ-NHCUHLMSSA-N	441	inhibitor			10	nM	biochemical	BRDT BD1 Chemoproteomics				471	gsk789
1804	CFUSHHQUUUZFAG-UHFFFAOYSA-N	554	inhibitor			48	nM	biochemical	AlphaScreen				472	dn02
1805	CFUSHHQUUUZFAG-UHFFFAOYSA-N	554	inhibitor			34	nM	biochemical	BromoKdELECT (DiscoveRx).				472	dn02
1806	CFUSHHQUUUZFAG-UHFFFAOYSA-N	554	inhibitor	IC50		640	nM	cell	NanoBRET				472	dn02
1807	IIKPYJZUOZRTIB-UHFFFAOYSA-N	184	inhibitor			230	nM	biochemical	In Vitro kinase assay				473	cansar3182031
1808	IIKPYJZUOZRTIB-UHFFFAOYSA-N	184	inhibitor	IC50		460	nM	cell	NanoBRET				473	cansar3182031
1809	WKDNQONLGXOZRG-HRNNMHKYSA-N	331	inhibitor			0.4	nM	biochemical	TR-FRET assays				474	azd3293
1810	WKDNQONLGXOZRG-HRNNMHKYSA-N	331	inhibitor			0.6	nM	biochemical	TR-FRET assay				474	azd3293
1811	WKDNQONLGXOZRG-HRNNMHKYSA-N	331	inhibitor	IC50		0.8	nM	cell	AB40 reduction				474	azd3293
1812	WKDNQONLGXOZRG-HRNNMHKYSA-N	639	inhibitor			0.8	nM	biochemical	TR-FRET assay				474	azd3293
1813	WKDNQONLGXOZRG-HRNNMHKYSA-N	639	inhibitor			0.9	nM	biochemical	TR-FRET assay				474	azd3293
1814	HEAGNKNMQVIVMM-UHFFFAOYSA-N	294	inhibitor			8	nM	biochemical	Biochemical assay				475	mu1210
1815	HEAGNKNMQVIVMM-UHFFFAOYSA-N	294	inhibitor	Ki		84	nM	cell	NanoBRET				475	mu1210
1816	HEAGNKNMQVIVMM-UHFFFAOYSA-N	295	inhibitor			20	nM	biochemical	Biochemical assay				475	mu1210
1817	HEAGNKNMQVIVMM-UHFFFAOYSA-N	295	inhibitor	Ki		91	nM	cell	NanoBRET				475	mu1210
1818	HEAGNKNMQVIVMM-UHFFFAOYSA-N	566	inhibitor			12	nM	biochemical	Biochemical assay				475	mu1210
1819	HEAGNKNMQVIVMM-UHFFFAOYSA-N	566	inhibitor	Ki		23	nM	cell	NanoBRET				475	mu1210
1820	GPMTWAPXRJMXCC-UHFFFAOYSA-N	355	inhibitor			25	nM	biochemical	ENL-H3K27cr HTRF				476	sr-0813
1821	GPMTWAPXRJMXCC-UHFFFAOYSA-N	355	inhibitor			30	nM	binding	SPR				476	sr-0813
1822	GPMTWAPXRJMXCC-UHFFFAOYSA-N	355	inhibitor	EC50		205	nM	cell	ENL and AL9 (YEATS)-HiBiT CETSA				476	sr-0813
1823	GPMTWAPXRJMXCC-UHFFFAOYSA-N	264	inhibitor			311	nM	biochemical	ENL-H3K27cr HTRF				476	sr-0813
1824	GPMTWAPXRJMXCC-UHFFFAOYSA-N	264	inhibitor	EC50		76	nM	cell	ENL and AL9 (YEATS)-HiBiT CETSA				476	sr-0813
1825	JNAABFZPXJJMPX-UHFFFAOYSA-N	351	inhibitor			25	nM	biochemical	Activity assay				477	ipp_cnrs_a017
1826	JNAABFZPXJJMPX-UHFFFAOYSA-N	351	inhibitor	EC50		2.5	nM	cell	Measles Virus Inhibition Assay using HEK-293T cells infected with rMV2/Luc				477	ipp_cnrs_a017
1827	JNAABFZPXJJMPX-UHFFFAOYSA-N	351	inhibitor	IC50		50	nM	cell	Inhibition of T cell proliferation in Jurkat cells				477	ipp_cnrs_a017
1828	JWZAQUXBYYOGFA-UHFFFAOYSA-N	370	activator			44	nM	binding	Fluorescence Polarization Anisotropy (FPA) competition binding assay				478	vubi1
1829	JWZAQUXBYYOGFA-UHFFFAOYSA-N	370	activator	EC50		94	nM	cell	HRAS Nucleotide Exchange				478	vubi1
1830	SZZJHKUNVBZYMT-RGULYWFUSA-N	628	inhibitor			150	nM	biochemical	Fluorescence Quenching (FQ) assay				479	pf-3166
1831	SZZJHKUNVBZYMT-RGULYWFUSA-N	628	inhibitor			580	nM	biochemical	NH3-release assay				479	pf-3166
1832	SZZJHKUNVBZYMT-RGULYWFUSA-N	628	inhibitor			610	nM	biochemical	Glutamate Dehydrogenase (GDH) coupled assay at a [Ca2+] of 0.25 mM				479	pf-3166
1833	SZZJHKUNVBZYMT-RGULYWFUSA-N	628	inhibitor			221	nM	biochemical	Affinity Selection Mass Spectrometry (ASMS) assay				479	pf-3166
1834	SZZJHKUNVBZYMT-RGULYWFUSA-N	628	inhibitor			9	degC	biochemical	TSA				479	pf-3166
1835	SZZJHKUNVBZYMT-RGULYWFUSA-N	628	inhibitor	IC50		3000	nM	cell	Neutrophil Citrullination Assay (Imax of 70%)				479	pf-3166
1836	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor			2.1	nM	biochemical	ADAPTA assay, homogenous, fluorescence-based immunoassay for the detection of ADP				480	fmf-02-063-1
1837	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor					cell	AKT and S6RP phosphorylation in isogenic HMEC lines expressing CA-p110α, CA-p110β, or CA-p110δ				480	fmf-02-063-1
1838	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor	IC50		1.4	uM	cell	Cell Viability Assays | 1.4 µM				480	fmf-02-063-1
1839	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor	IC50		1.3	uM	cell	Cell Viability Assays | 1.3 µM				480	fmf-02-063-1
1840	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor	IC50		0.62	uM	cell	Cell Viability Assays | 0.62 µM				480	fmf-02-063-1
1841	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor	IC50		1	uM	cell	Cell Viability Assays | 1.0 µM				480	fmf-02-063-1
1842	GHKMIOAEPALCFS-UHFFFAOYSA-N	5	inhibitor	IC50		0.35	uM	cell	Cell Viability Assays | 0.35 µM				480	fmf-02-063-1
1843	GHKMIOAEPALCFS-UHFFFAOYSA-N	285	inhibitor			6.5	nM	biochemical	ADAPTA assay, homogenous, fluorescence-based immunoassay for the detection of ADP				480	fmf-02-063-1
1844	RTFQFPZKDYMMMJ-RIAKQDHQSA-N	510	degrader (protac)			300	nM	biochemical	Biochemical assay (radioactive filter binding assay using 33P ATP)				481	sgk3-protac1
1845	RTFQFPZKDYMMMJ-RIAKQDHQSA-N	510	degrader (protac)	Dmax		65	%	cell	Degradation of SGK3 at 48h				481	sgk3-protac1
1846	YJOJMGTVKMABKQ-FIQOPJFZSA-N	586	degrader (protac)			6	nM	biochemical	radioactive CDK12/Cyclin K in vitro kinase assay				482	bsj-4-116
1847	YJOJMGTVKMABKQ-FIQOPJFZSA-N	586	degrader (protac)	activity		250	nM	cell	Degradation assessed by western blot for CDK12				482	bsj-4-116
1848	JECHBTRAPARMGI-KMIZWFMDSA-N	291	degrader (protac)			159	nM	biochemical	Biochemical assay				483	jh-xi-10-02
1849	JECHBTRAPARMGI-KMIZWFMDSA-N	291	degrader (protac)	activity		1	uM	cell	Inhibition of CDK8				483	jh-xi-10-02
1850	QUQTXFIMYFMULC-OGOZKGDESA-N	28	degrader (protac)			338	nM	biochemical	TRIM24 ligand-displacement assay				484	dtrim24
